chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Solana,orca,USDH-USDC,14000,70.52591,,70.52591,,59.26775,2.31455,270,Down,89.0,f525a40c-0f94-4c99-9803-3d834bf407b3
BSC,uniswap-v3,QFC-WBNB,46170,70.52432,,70.52432,-27.56195,271.09055,3.63795,144,Down,70.0,7adfd05a-a1b0-4e7e-83f5-cf53f02fbcf9
Solana,orca,SOL-LABUBU,37833,70.52289,,70.52289,-827.68077,815.10863,4.7245,18,Down,91.0,c1de7e4b-5b6f-4d40-a665-0e64c51e6a9f
Ethereum,uniswap-v2,GROK-WETH,335839,70.44132,,70.44132,70.44132,294.69571,5.17866,34,Down,54.0,0224baff-d51f-4cd9-82eb-79b24692989d
Ethereum,uniswap-v3,LINK-WETH,32793247,70.41545,,70.41545,23.35603,35.43046,1.09473,967,Down,88.0,3025b6b3-e95f-490e-ba10-540c9b1b08f9
Optimism,velodrome-v2,WETH-FBOMB,2193180,,70.401,70.401,51.94272,48.92966,1.22802,496,Down,81.0,cd62b734-ff85-44fb-967c-519a18f6feb7
Solana,orca,SOL-$WIF,14628,70.39707,,70.39707,31.18776,381.50625,4.63737,28,Down,86.0,b299c2c7-1b4e-41d9-95ad-7f50ef3c2dd5
Litecoin,thorchain,LTC-RUNE,8718006,,,70.35776,4.63206,30.42766,1.67738,935,Down,90.0,14a0b033-0277-443a-b046-406f2c48c8d7
Base,uniswap-v3,WETH-NORMILIO,305326,70.20827,,70.20827,,161.54769,4.48808,183,Stable/Up,55.00000000000001,a3f20ed5-67c1-45fe-82ce-cc3ffc7cb1f6
Iotaevm,iolend,USDT,582918,4.1747,65.9697,70.14441,4.87724,59.94045,0.38742,89,Down,96.0,341a959d-8ed9-4a18-955c-e54dfb4361b7
Ethereum,uniswap-v3,RLB-USDT,4242047,70.14367,,70.14367,58.30534,22.17488,1.07031,511,Down,92.0,5aa65d8c-d0d9-45a7-84e8-d4ed40416a10
BSC,pancakeswap-amm,BSW-WBNB,18172,70.09032,0.0,70.09032,0.0,23.58513,0.88691,872,Down,92.0,63c396ac-e023-4c33-b9f1-93a74df469e0
Polygon,quickswap-dex,USDC-PRXY,12419,70.08996,,70.08996,,6.69657,0.53945,796,Down,95.0,42edd307-e3da-4393-b841-a65b637962ea
Cronos,vvs-standard,WBTC-USDC,27966,66.09095,3.91514,70.00609,9.49797,35.22922,0.74349,530,Down,91.0,6f2c51de-c8a0-480b-b7b5-6272d079a097
BSC,hydt-protocol,HYDT-USDT,11123,0.0,69.95233,69.95233,13.75669,109.05246,1.60832,348,Down,66.0,b6f89389-9b86-4360-b63d-ab5030b00712
Solana,kamino-liquidity,SOL-HADES,10065,69.9006,0.0,69.9006,,283.9095,3.20366,11,Down,71.0,6b6b1c9d-1862-45a7-9f05-550090f81557
MultiversX,xexchange,USDT-WEGLD,134527,18.35597,51.54302,69.89899,5.51173,27.32807,0.6312,428,Down,87.0,a5be1e02-441c-4232-b841-6d693901be2c
Venom,web3.world,W3W-USDC,37631,69.75,,69.75,13.71,108.11901,1.86094,213,Down,82.0,cb3dc11e-2f0f-48b6-80e0-cd7716a03049
Ethereum,uniswap-v2,KLAUS-WETH,587371,69.70513,,69.70513,-37.02771,183.30021,3.01759,48,Stable/Up,61.0,106044d1-92ae-477e-8f9c-cc7d63787d9e
Ethereum,uniswap-v3,WTAO-USDC,458956,69.69971,,69.69971,-24.58287,104.04379,2.74484,630,Down,84.0,b2bbfa72-7557-48c6-aecd-3a9fb34b7c0a
Arbitrum,pancakeswap-amm-v3,WBTC-USDC,411748,34.64986,34.94699,69.59685,22.12597,54.21493,1.0643,208,Down,59.0,517b3d98-d516-4f5f-8ab8-da61691fe5df
Ethereum,convex-finance,PRISMA-CVXPRISMA,384114,3.07,66.4563,69.5263,-2.71323,21.82534,0.95997,376,Down,97.0,e6b69eb6-13ae-4344-b207-21786c4509a9
Arbitrum,jones-dao,BTC-ETH,17434,57.61678,11.89599,69.51277,34.1433,51.43227,0.65621,40,Down,80.0,c8843940-afdd-477d-a18a-9c694812c4f0
Ethereum,convex-finance,WETH-ZUN,156683,1.99,67.46936,69.45936,-97.32796,107.9911,2.66573,162,Down,85.0,1df9e6e2-08f9-4d4f-a3be-cec05880e858
Arbitrum,pancakeswap-amm-v3,WBTC-WETH,841653,48.34682,20.98136,69.32818,19.35716,32.68247,0.63634,209,Down,95.0,a6762326-8eb9-474d-93d7-a9f08076ff3e
Solana,orca,SLERF-USDC,25619,69.18273,,69.18273,-99.85284,102.54471,4.87102,115,Down,83.0,eb8b006e-899e-4d78-b0dc-6574395765ce
zkSync Era,pancakeswap-amm-v3,ZK-WETH,2220571,68.64131,0.53731,69.17862,45.19165,62.03153,1.98369,164,Down,80.0,4f7911e5-bfec-4ceb-83b0-48731f7b9e9d
Solana,orca,JUP-SOL,2596720,69.17152,,69.17152,4.46482,84.79641,1.79105,297,Down,73.0,18da9637-00b2-4eda-bf76-942f1acbfc28
Polygon,steer-protocol,WMATIC-QUICK,292800,69.17,,69.17,-148.08,89.67049,1.55734,308,Stable/Up,64.0,29e98083-cf4c-4796-97fd-7708fbf8479d
Base,uniswap-v3,WETH-AUKI,285489,69.16237,,69.16237,,42.00667,1.69694,25,Down,99.0,f8c0b897-6e0d-4623-8628-977a8f33abfd
Cronos,vvs-standard,WCRO-BCH,24588,64.66432,4.45301,69.11733,8.75291,40.28895,0.91592,390,Down,95.0,3033011b-4ee4-4f63-a929-23ba1c4e90ef
Solana,orca,SOL-RAY,1057589,69.09594,,69.09594,-39.63379,62.17373,2.06969,398,Down,85.0,d6ebdcd6-3faa-4a6c-bdb2-47c140ba01d9
Arbitrum,steer-protocol,WBTC-WETH,18027,69.06,,69.06,13.63,23.08561,0.58037,277,Down,92.0,57fc9231-3f3b-40eb-b3bb-ca69f39d7639
Ethereum,uniswap-v3,WETH-STRK,236316,69.03485,,69.03485,-39.00033,79.0582,2.59197,276,Down,56.99999999999999,9f119554-3f68-4610-9360-c7b68a819f45
Solana,kamino-liquidity,SOL-WHALES,35813,68.874,0.0,68.874,-42.03747,45.54047,2.05785,246,Down,95.0,18f0e89f-1e54-41a9-9d3e-5eefec58fe96
Base,aerodrome-v1,WETH-NORMILIO,33913,,68.86955,68.86955,15.22649,122.75495,2.3371,225,Down,62.0,9e89a9fb-1195-4de9-a0a1-c85e729f7c61
Solana,orca,KMNO-USDC,10012,68.86827,,68.86827,-15.76953,113.20535,3.17274,186,Down,86.0,d78991d3-405d-4828-ab7a-0548ecf85a05
Linea,lynex-fusion,LYNX-WETH,774750,68.74826,0.0,68.74826,-47.80083,91.05881,0.749,65,Down,62.0,2defdebf-06c9-4fbb-ada1-a7a7f13dc803
Ethereum,uniswap-v3,AWOKE-WETH,649283,68.73861,,68.73861,,91.00758,1.59439,8,Stable/Up,64.0,2f8bf753-d3e2-4ca4-80e0-ff429f641eda
Sui,cetus-amm,NAVX-VSUI,207049,38.73348,29.94314,68.67663,7.01173,80.09154,1.55629,247,Down,63.0,d2489406-00ea-45ef-99bc-082a70b3fb9f
Ethereum,uniswap-v2,RVF-WETH,1744134,68.60671,,68.60671,65.75478,3.79323,0.26632,251,Down,93.0,c8491524-05ff-4492-9897-383507019fc5
Sui,cetus-amm,SUIR-SUI,14473,68.5808,0.0,68.5808,35.13397,141.44162,2.40248,14,Down,67.0,e36f42ec-f286-4f40-9e1a-2e51b8a179a4
Optimism,tlx-finance,STTLX,2413580,0.0,68.56884,68.56884,15.61781,58.97977,1.12505,145,Down,80.0,151145a1-417d-4a18-a4c5-c28f4cad2cfa
Base,aerodrome-v1,USDC-WELL,38191,,68.55746,68.55746,-22.24316,73.65185,1.6738,161,Down,86.0,bb35f198-d7d7-469a-a647-ef72e873f9c9
Solana,kamino-liquidity,SOL-ORE,218773,68.55708,0.0,68.55708,-562.99895,196.60463,3.35843,13,Down,66.0,102d988b-1033-447f-8f6a-52c4f184286d
Cronos,vvs-standard,CORGIAI-USDC,197577,66.728,1.6625,68.3905,-22.50163,30.0635,0.98002,494,Down,97.0,eca871aa-74b3-4d80-88fd-75ef5f1f2618
Solana,orca,SOL-CROWN,722169,68.38735,,68.38735,-17.15276,114.22841,2.42983,449,Down,94.0,aba5b786-7c34-4689-8ac6-97bb893ce47d
Arbitrum,uniswap-v3,WSTETH-USDC.E,256300,68.3807,,68.3807,62.98718,23.30674,0.94764,368,Down,96.0,34bd3657-636f-4085-ba66-7fd0cabf97ef
Base,aerodrome-v1,WETH-DEUS,1757775,,68.34929,68.34929,-2.38042,98.19864,0.97105,323,Down,70.0,d9760e58-1930-4650-afb7-e415c47fceb0
ICP,icpswap,BURN-ICP,115329,68.32866,,68.32866,44.3266,26.55678,0.64575,66,Down,98.0,b0dff47c-915e-4233-b073-04bde517c22d
Arbitrum,uniswap-v3,WINR-USDC.E,10351,68.32442,,68.32442,,59.77819,2.77534,260,Down,53.0,3c2a99c4-fb5f-4f12-a865-f694bf33bf16
Optimism,velodrome-v2,USDC-ALCX,46287,,68.25413,68.25413,6.8943,109.68928,0.94816,77,Stable/Up,52.0,685e478d-eec8-4530-867f-61fc643da842
Sui,cetus-amm,AXOL-SUI,847619,68.21719,0.0,68.21719,-45.01934,62.36486,1.55752,65,Down,85.0,fa3d1b20-bafd-4b96-99c4-c99d7a734955
Sui,turbos,RONDA-SUI,80821,68.16457,0.0,68.16457,-103.60313,247.04556,3.36815,15,Down,68.0,5bab9bf7-f4c2-403f-bff2-aae0fe59f11d
Optimism,uniswap-v3,WETH-ENS,17762,68.1443,,68.1443,62.78644,21.67306,1.59969,301,Down,87.0,76e033b3-9de7-4e65-b569-d18cf911019e
Base,beefy,TBTC-WETH,46615,,,68.13491,9.89827,31.11796,0.73186,109,Down,98.0,a090e11f-7177-4b32-b12a-4538fb762424
Ton,dedust,JETTON-USDT,330398,3.87905,64.22708,68.10614,12.1261,132.66156,1.62734,141,Down,60.0,d052fd67-36b7-4023-82c2-b675cc78f10a
Ethereum,stakedao,CRVUSDLEVERAGE,33907,6.81477,61.27083,68.0856,34.15849,14.462,0.43174,129,Down,88.0,318196cf-ebd2-429f-8b95-0a2de24e527e
Polygon,uniswap-v3,WMATIC-LINK,596733,68.05708,,68.05708,11.61544,36.17548,1.01705,499,Down,95.0,a18759f3-4040-4a4b-8f3a-68b0e3bebb8c
Arbitrum,uniswap-v3,WETH-NRN,416025,68.0471,,68.0471,-22.79938,57.87931,1.92727,156,Down,64.0,d37a8431-96cc-44c5-92e6-14c43b5b1d91
Ethereum,uniswap-v2,WETH-$SPEEDY,413882,67.99183,,67.99183,-10.6889,175.34609,3.19239,45,Stable/Up,56.99999999999999,577f7faa-6567-44e3-982e-b5d797c3037d
Op_bnb,pancakeswap-amm-v3,CAKE-WBNB,10367,67.97643,,67.97643,,78.24641,1.49026,12,Down,73.0,1ec72af1-1302-4c83-b138-331aaea6ccf8
Solana,kamino-liquidity,MSOL-USDC,510331,67.96891,0.0,67.96891,25.07153,57.02028,2.15776,358,Down,93.0,03354b4c-5f4e-4c6e-a416-247d2280f1ac
Ethereum,liquis,LIQLIT,588952,62.99338,4.97018,67.96355,-2.73469,80.96028,1.0629,415,Down,87.0,ea088fec-35d5-4e47-bec2-48bf78e94ba6
Ethereum,uniswap-v3,OVR-WETH,2037761,67.95099,,67.95099,67.95061,11.48991,0.82285,1011,Down,99.0,b5215276-124a-4343-9b37-c99e4ead9f39
Ethereum,strike,STRK,212046,28.40312,39.49694,67.90006,5.55064,63.8616,0.97726,615,Down,93.0,3f2650b2-20f6-4aea-ae6a-51be70b4be70
Base,aerodrome-v1,VIRTUAL-WETH,2085481,,67.87629,67.87629,7.58008,101.09099,3.11829,242,Down,78.0,b772f63d-116b-4785-9308-959811b54bcc
Polygon,steer-protocol,WMATIC-WETH,12843,67.85,,67.85,20.52,59.72209,0.67934,255,Down,82.0,975886e1-be68-48ab-b54a-58d6cb517bbf
Optimism,beefy,WELL-WETH,33520,,,67.84393,-59.24474,123.28639,1.4081,51,Down,66.0,48387906-75b2-4a30-ab6a-b788099c5aea
Ethereum,clipper,USDC-USDT-DAI-ETH,3012675,,,67.83283,44.5964,49.46898,1.24296,595,Down,82.0,a0edd673-322a-4be6-967c-2c57a8616147
Optimism,beefy,USDC-MOOBIFI,454387,,,67.81338,17.58314,30.40471,0.46379,127,Down,88.0,704d14ed-1e3d-4155-922b-14f8f8126ec5
Ethereum,uniswap-v3,HEX-USDC,109548,67.7787,,67.7787,13.40103,52.83753,2.68961,498,Down,81.0,3d6f44c7-b6b5-49e4-a566-1bdc495738e1
Sui,turbos,SHORK-SUI,262435,67.7676,0.0,67.7676,-7.32042,132.41633,2.98691,16,Down,55.00000000000001,ef0deb6b-e3a6-4ae4-9b6b-a18de97947ab
Solana,orca,SOL-SLCTY,9865030,67.74997,,67.74997,,29.90078,1.89416,2,,,66f72145-ca8e-4547-a676-9bb6e33f183a
Base,aerodrome-v1,WBASEDOGE-WETH,64519,,67.73639,67.73639,-1.64465,88.14534,2.16178,247,Down,73.0,3bef2502-32e6-47a0-948a-e46d7858d31a
Ethereum,notional-v3,AURA-GHO-USDT-USDC,3002965,67.71582,,67.71582,-9.59066,46.3165,1.15012,228,Down,66.0,0340f335-319e-47d9-b156-ad61754efb27
Polygon,beefy,AAVE-ETH,28886,,,67.67388,44.36884,33.36518,1.36672,90,Down,87.0,6ae41d5f-50ce-409d-a7e1-4d54a3e537d6
Solana,orca,SOL-CLOUD,91247,67.64682,,67.64682,-25.6952,112.94704,3.28396,133,Down,80.0,2f0c3960-e5d6-46e3-a72d-64be59f9196d
Base,uniswap-v3,LUM-WETH,22111,67.5791,,67.5791,,67.5791,0.0,1,,,1341e0ee-213a-4d68-8d37-e1af1e925cf2
Optimism,uniswap-v3,WETH-OPXEN,11645,67.46854,,67.46854,-257.07517,146.89332,2.20446,261,Stable/Up,63.0,93a68db8-9050-4c91-8ed1-0acc234609ba
Arbitrum,uniswap-v3,WBTC-USDT,9311020,67.4353,,67.4353,-7.19435,50.2199,1.13553,254,Down,83.0,af3cd3a9-a9b8-483e-82c6-bf4fceb66584
Solana,kamino-liquidity,JUP-BONK,1053780,67.41918,0.0,67.41918,-277.50027,87.1121,4.21912,280,Down,89.0,3a00c58b-bb16-46d3-a2de-1559c014f4c1
Ethereum,thorchain,TGT-RUNE,155740,,,67.33595,32.60603,26.03185,1.72072,935,Down,100.0,1290963d-5d85-4189-b4ca-cfa4afcf9e8a
Arbitrum,uniswap-v3,WETH-RPL,110920,67.33475,,67.33475,52.99381,21.38439,1.6852,583,Down,79.0,968453f4-8011-4d08-bbf1-c554f28376a6
Sui,cetus-amm,KOI-SUI,51387,67.3062,0.0,67.3062,55.01653,113.31368,3.82745,57,Down,73.0,1e2fd91b-6d85-459d-aa99-b40f48d64555
Base,uniswap-v3,LUCKY-WETH,161087,67.27076,,67.27076,,81.42368,0.96002,6,,,dd3eba02-027b-40f2-a25d-8253faf02b0a
Optimism,velodrome-v2,RED-OP,137195,,67.26867,67.26867,-11.53031,137.86976,1.10174,486,Stable/Up,80.0,2ef706ca-1aee-47f4-8034-bae96aa89315
Arbitrum,uniswap-v3,WETH-UNI,1120171,67.2576,,67.2576,27.85688,14.27593,0.67694,943,Down,94.0,eb782bdd-b9a5-4522-914d-285049ce9e9f
Base,beefy,WELL.WH-WETH,19990,,,67.07324,-60.7641,171.42205,3.46842,227,Down,69.0,f2c24c2e-43e0-436d-99dc-625b78b2055e
Tron,strx-finance,TRX,16311,66.9951,,66.9951,66.9951,23.76573,1.47641,689,Down,92.0,d6527d23-05bb-4de9-9a11-505bad9d5677
Base,uniswap-v3,WETH-IMO,111103,66.95938,,66.95938,,45.66282,0.41305,6,,,a4747855-3a36-46cb-bfb6-5bb706b25879
BSC,uniwhale,ULP,177745,66.93074,,66.93074,5.63401,80.24061,2.89311,623,Down,63.0,e4811f61-acdd-4d85-a2fd-8808dbd68e93
Cardano,minswap,ADA-CHIP,31768,26.77,40.15,66.92,-11.66,56.89365,0.62475,97,Down,87.0,d556a7bb-ed1b-4a66-9574-a3268aa9bc4a
Ethereum,uniswap-v3,RSR-USDC,404921,66.90797,,66.90797,23.05556,23.68403,1.34029,180,Down,99.0,eaa4aaa4-5548-4eba-8a58-5bb313c455d9
Arbitrum,uniswap-v3,PENDLE-WETH,8087525,66.89462,,66.89462,31.83231,66.68199,1.90744,520,Down,79.0,a978c15f-c41a-433b-b02f-3434256ba66f
Base,beefy,USDT-WETH,18651,,,66.75158,43.81191,45.12974,1.05955,87,Down,94.0,fef19d2e-76b6-4f86-a41f-66ec393cf6c9
Optimism,uniswap-v3,USDC-WETH,185213,66.7062,,66.7062,52.66206,41.93243,1.4078,112,Down,60.0,d048f8eb-938b-44de-851b-3d69c6b58f0a
BSC,uniswap-v3,USDT-WBNB,63092,66.66692,,66.66692,,21.40078,0.88906,213,Down,94.0,4acd9caa-decd-492e-9a3a-261caa28b816
Ethereum,uniswap-v3,WLD-WETH,2649008,66.64427,,66.64427,20.99643,81.14934,2.41885,485,Down,57.99999999999999,882e600d-27b3-4408-85a3-140ab0910ec6
Aptos,cellana-finance,MGPT-APT,109679,0.0,66.62525,66.62525,56.54094,73.90701,1.14999,168,Down,95.0,47e3977d-ea5d-4647-8374-3d0994d813d2
MultiversX,xexchange,WBTC-WEGLD,188372,5.20248,61.34964,66.55212,-13.10721,16.96157,0.62781,428,Down,98.0,d6cf8ba7-1c0d-4160-923a-bee4142a041e
Ethereum,uniswap-v3,UNI-WETH,1135445,66.5304,,66.5304,,5.21908,0.74142,383,Down,99.0,dc84c3c1-ecfe-424d-a89b-f2f045b5f980
Ethereum,uniswap-v3,ZRO-WETH,1126515,66.45126,,66.45126,55.56815,51.7631,1.60211,160,Stable/Up,67.0,95d587bd-1941-4dc8-9bee-9190cf15bebf
Ethereum,uniswap-v2,TEE-WETH,494292,66.33805,,66.33805,-48.33415,273.26734,3.77838,28,Down,51.0,24411640-e03a-46de-9bd1-5eae998d8f5e
BSC,mdex,USDT-BTCB,28283,0.89131,65.37507,66.26638,0.21774,17.83988,0.84127,817,Down,96.0,61776e41-de83-4c9d-9562-8a4a7035fdfe
Cronos,vvs-standard,VVS-FER,618535,1.71631,64.52637,66.24268,-3.91174,139.82193,1.49535,847,Down,79.0,147c6293-ec42-4430-9274-b250b8b6a695
Iotaevm,iolend,USDC.E,384506,2.8201,63.37266,66.19276,6.85337,63.12258,0.18466,20,Down,94.0,e8d6f558-e0a1-453a-bd8b-f7e7129cc6dd
Base,uniswap-v3,WARPCASTER-WETH,78440,66.00283,,66.00283,,275.17349,4.42092,6,,,03793285-aa89-4d96-b0c6-36d15987d1e4
Ethereum,uniswap-v3,DXN-WETH,46494,66.00133,,66.00133,-129.38499,185.01942,3.04257,597,Down,78.0,3bd96643-e5ae-463b-97a7-7de7dd66d4f7
Base,pancakeswap-amm-v3,TBTC-WETH,35311,34.12738,31.8681,65.99548,38.79318,44.12763,0.45673,37,Down,72.0,fe42e1ae-a7df-4776-a6f3-b1d61c886f84
Solana,kamino-liquidity,W-USDC,14185,65.83338,0.0,65.83338,,73.24494,0.19938,3,,,27246135-2ded-4c2c-b872-3c19193fc0f8
Base,uniswap-v3,PRO-WETH,103040,65.80884,,65.80884,,73.06154,2.60174,189,Down,72.0,04b00d61-6094-41f7-8477-703e97409a23
Base,uniswap-v3,WETH-TOSHI,1933730,65.77216,,65.77216,,166.4024,4.4043,287,Down,79.0,ee01656a-8aa1-465a-bc30-b80d6821edb0
Polygon,beefy,LINK-WPOL,19446,,,65.74504,1.23702,89.31959,2.35721,29,Down,72.0,f5d49a69-a4c3-4230-85da-db0a03d3ead9
Algorand,compx,FUSDC-FEURS,678393,65.6932,,65.6932,,65.42568,0.01198,2,,,a35d2760-b98b-4b5e-b4e5-fd95891b2d68
Ethereum,yearn-finance,UPYFI,279218,0.02719,65.5412,65.56839,-3.34064,98.56284,1.28594,166,Down,74.0,10005e4c-4c4d-4ea6-a95a-f4901ca26a8a
Base,aerodrome-v1,JOJO-WETH,17829,,65.52701,65.52701,62.40593,7.21471,0.63602,122,Down,90.0,0bc41d9e-5c6b-4810-a22e-df4a9ee03592
Ethereum,uniswap-v3,MASA-WETH,475522,65.49044,,65.49044,33.76933,30.53547,1.15276,128,Down,100.0,3772ba71-5979-45e2-a22d-1ddf30636e28
Ethereum,convex-finance,FRAX-TBTC-FRXETH,101168,0.16,65.26383,65.42383,65.35383,13.23306,0.58661,384,Down,93.0,41f539a3-2858-4b62-ac44-11e5283eeed5
Cronos,vvs-standard,WCRO-GOAT,56066,26.31431,39.05763,65.37194,11.94062,70.75864,0.58845,26,Down,80.0,645bd6ea-f055-4259-ad35-92ba2bdd7306
Sui,cetus-amm,LOFI-SUI,1550868,65.36145,0.0,65.36145,,120.23299,1.44934,5,,,11858dd6-643a-4e1b-8f27-3c7d8067f609
Solana,orca,SOL-GIGA,46186,65.32987,,65.32987,-208.90962,238.71831,3.58013,143,Down,73.0,efd327d8-d961-4320-85e3-df81042f05e4
Base,uniswap-v3,WETH-MILKRS,68080,65.28831,,65.28831,,75.86464,0.37301,6,,,11287d8c-fc14-4041-8de6-d953856762e9
Polygon,balancer-v2,TETU-USDC,436075,1.16429,64.05451,65.2188,10.7981,20.46844,0.85132,742,Down,92.0,00ab49b2-b90a-4a5e-b7be-6c6dc60962b3
Sui,cetus-amm,DEEP-CETUS,15339,65.18203,0.0,65.18203,39.8462,102.90414,2.40082,34,Down,57.99999999999999,774d1aaa-ed82-42c4-8b7e-0df16d748b51
Optimism,uniswap-v3,CYBER-USDC,53321,65.16406,,65.16406,39.85014,34.22104,1.12371,347,Down,96.0,48d9a1d1-32f3-4894-b985-0d7c665e20af
Base,aerodrome-v1,FBOMB-CBBTC,6146895,,65.15959,65.15959,-4.44359,65.87203,1.22146,72,Down,82.0,73867844-c17e-4160-a4ad-1c893eb1d988
Avalanche,uniswap-v3,W3ULL-WAVAX,22060,65.117,,65.117,-473.35731,89.59718,2.58088,91,Down,57.99999999999999,31ca1c98-6d78-4791-8a66-7db32e8e1539
Ethereum,uniswap-v3,HOT-WETH,383188,65.11031,,65.11031,39.87568,41.89973,1.85661,967,Down,98.0,cfbec451-0525-4cef-b567-8c251f2e8b1c
Solana,orca,SOL-SLERF,122375,65.09589,,65.09589,2.43952,87.29189,2.83511,224,Down,51.0,f6a4f983-7bdf-4361-979d-7e3bb9ca70a5
Sui,turbos,AAA-SUI,349773,65.0169,0.0,65.0169,-110.35964,413.57232,3.55568,75,Down,60.0,f27ae87a-1f17-40d1-857a-682417fd9e54
BSC,wompie,MWOM,22550,,65.0128,65.0128,-42.4868,83.29062,1.10948,364,Down,82.0,b2139f17-5e77-4de0-8b7a-17dfef2eda8c
Base,uniswap-v3,WETH-SPEC,4775665,65.00385,,65.00385,,52.12979,2.02125,139,Down,77.0,26d0bb7a-c949-4f21-bb42-092399ff31c8
Libre,libre-swap,BTC-USD,19772,,64.97,64.97,3.96,36.7884,0.77358,653,Down,92.0,64921981-0ecb-4724-9899-f7933a203da6
Polygon zkEVM,merkl,USDC-MATIC,38350,,64.87208,64.87208,1.89311,89.24851,1.19334,249,Down,75.0,744cc161-3cf4-4d6a-a213-e7fbbf3d1a39
Linea,lynex-fusion,CROAK-WETH,26974,64.86016,0.0,64.86016,34.47821,54.62049,0.78845,65,Down,89.0,89deb43d-e0c2-48d9-aa55-2779b67f3a57
Flare,sparkdex-v3.1,WFLR-USDC.E,1006897,19.21499,45.63041,64.8454,2.3661,53.97666,0.99722,35,Down,80.0,399483c2-f5e6-4144-9032-640435b9f2d5
Solana,orca,SHDW-SOL,340071,64.7146,,64.7146,-50.08822,71.4679,2.47638,624,Down,51.0,60de5e13-5cdc-4fe0-939f-f14f2ef74263
Neo,flamingo-finance,FLM-FWBTC,562017,0.0,64.68729,64.68729,5.41167,27.5201,0.40693,620,Down,89.0,4a00e2bc-9c2a-4556-a33e-205391bcde4e
Solana,orca,MEMESAI-AI16Z,11788,64.43643,,64.43643,-49.16973,868.74162,6.85287,15,Down,87.0,8b88f380-bfea-4fee-86c0-e767055e5405
Optimism,velodrome-v2,TKN-WETH,59972,,64.42656,64.42656,-6.55792,191.322,2.25534,370,Stable/Up,52.0,d1cdacc1-fd38-48a4-86e8-f365f35c7a48
Ethereum,uniswap-v3,RLB-USDC,3090754,64.41133,,64.41133,54.57233,26.82443,1.05143,491,Down,74.0,aa2e7ba7-b158-4f95-900c-3a60fce9b795
Ethereum,uniswap-v3,1INCH-UNI,211575,64.33005,,64.33005,44.90355,28.38118,1.11023,14,Down,98.0,d92217f9-fce7-4237-a2c2-4b24db680eda
Base,beefy,MOG-WETH,369668,,,64.25283,44.47606,104.78655,3.10278,229,Down,63.0,5a43a303-603e-48b0-874d-769cc875d0e1
Avalanche,joe-dex,USDC-LODE,10054,64.12806,,64.12806,11.89064,11.71792,0.9952,236,Down,94.0,eaf0987f-5355-472b-9ae0-ac965d863940
Fantom,equalizer-exchange,WFTM-GOGLZ,1669765,,64.11276,64.11276,-48.54787,105.02198,1.7028,55,Stable/Up,68.0,fd493af5-b94b-4b62-a91f-d86ada7db03c
Solana,orca,SOL-MUMU,14640,64.0746,,64.0746,-13.40225,109.31954,2.15098,71,Down,63.0,7e95beb6-c0b9-4f79-abc4-6d0e8e14f856
Neo,flamingo-finance,FLM-TIPS,14109,0.0,64.06773,64.06773,,32.10862,0.51687,575,Down,80.0,dde2a539-240d-46b9-9fca-8681dbbb68ec
Ethereum,uniswap-v3,WETH-SOL,13669650,64.03825,,64.03825,29.50313,40.17003,1.81486,1011,Down,83.0,789a87fa-2dc5-46ac-a4f9-f382a9b508bd
Base,uniswap-v3,WETH-CBBTC,3481769,64.02517,,64.02517,,55.76771,0.89869,10,Down,62.0,ae6e650d-2da1-43ee-b960-2adfdf4dc2b7
Hedera,saucerswap,USDC-HBAR,3312307,48.41285,15.49529,63.90813,-60.50656,31.97647,0.64514,724,Down,94.0,fd41363a-f064-4e74-b710-ee2b3658c32b
Base,aerodrome-v1,BMX-USDC,33193,,63.86218,63.86218,-86.79038,152.17685,2.17678,178,Down,75.0,7603dd5f-07f0-4404-88b3-75c52a01e0eb
Polygon,merkl,USDC-QUICK,103391,,63.83519,63.83519,6.90084,85.77645,1.47096,283,Down,59.0,7e4c0220-efbc-4e67-bcdd-71f281ae90ee
Polygon,merkl,WETH-QUICK,214444,,63.7326,63.7326,9.65146,51.28136,0.91947,321,Down,63.0,83d83794-91ed-464b-8870-68d810eb8516
Ethereum,uniswap-v2,ASTO-USDC,2439093,63.70548,,63.70548,60.21211,3.69269,0.33478,916,Down,88.0,8a5442e8-8f39-4dac-ad80-2ca24b17e337
Ethereum,uniswap-v2,WETH-AGX,752881,63.66869,,63.66869,47.44309,11.12119,0.85607,62,Down,100.0,26cf040c-2813-43f6-8e53-bc4587b3f8dc
Linea,pancakeswap-amm-v3,WRSETH-WETH,79114,63.50148,,63.50148,48.60609,27.88959,0.94993,38,Down,94.0,2e16cf01-d383-4948-9f68-dda47b388073
Celo,uniswap-v3,CUSD-CREAL,65208,63.44924,,63.44924,50.90153,5.56638,0.501,250,Down,90.0,48c3772b-1122-4599-a9ab-8a78d5c86fee
Arbitrum,uniswap-v3,AAVE-USDT,12322,63.4482,,63.4482,,56.99732,1.41287,5,,,ea026e68-c3dd-466d-8306-62681b002e86
Base,aerodrome-v1,BCT-USDC,1428658,,63.44093,63.44093,-38.20785,174.47582,1.16051,183,Stable/Up,59.0,beeab6c9-af6b-4466-a465-46a4072e4516
Arbitrum,uniswap-v3,WETH-AARBDAI,10322,63.4002,,63.4002,,32.65848,1.0407,74,Down,91.0,b0d119b6-8d32-47ce-94d7-6ade47d285b2
